# Combined nev from the directory /RESULTS/grid4D/results/
# par1	par2	par3	par4	xsect [mb]	xsecterr [mb]	nev
1841	1629	2014	1619	3.078e-11	5.428e-13	11081
1276	2655	2014	1163	3.119e-11	5.576e-13	11229
2655	1442	500	1	7.389e-10	1.096e-11	266005
3000	1629	2014	1	1.426e-11	2.244e-13	5134
3000	1629	3000	1589	1.428e-11	2.419e-13	5141
1276	2655	1108	1092	3.286e-11	4.504e-13	11830
1442	2350	908	358	3.164e-11	4.353e-13	11391
1442	3000	1353	1	1.047e-11	1.372e-13	3770
1442	1841	2458	908	3.513e-11	5.618e-13	12647
1442	1841	1651	1244	3.602e-11	5.914e-13	12968
1442	2350	3000	1432	1.454e-11	2.616e-13	5235
1276	2350	1353	1250	3.662e-11	6.377e-13	13184
1442	2350	1108	1067	1.702e-11	2.81e-13	6128
2350	1841	1108	1	1.303e-11	1.944e-13	4691
1276	2350	2458	1163	3.534e-11	5.915e-13	12723
1841	1841	1651	1625	1.545e-11	2.487e-13	5563
1442	2350	2014	1	1.608e-11	2.813e-13	5789
3000	1000	2458	640	1.779e-10	2.763e-12	64045
3000	2350	908	892	1.921e-11	3.603e-13	6916
2655	1629	2458	603	1.489e-11	2.019e-13	5361
2080	3000	908	786	1.817e-11	2.922e-13	6542
1629	1841	908	358	3.692e-11	4.984e-13	13292
2350	1629	2458	1	1.874e-11	2.845e-13	6747
2080	1442	2458	1244	4.354e-11	5.83e-13	15675
2080	1442	1353	1309	4.747e-11	8.029e-13	17090
1629	1629	1353	846	4.417e-11	7.37e-13	15902
1841	1629	908	892	4.738e-11	8.035e-13	17057
1276	2080	1651	1250	4.664e-11	7.827e-13	16791
1841	2655	908	898	2.019e-11	3.719e-13	7269
1276	2080	3000	1163	4.514e-11	7.723e-13	16251
2080	2655	1108	1	5.36e-12	9.32e-14	1930
1276	2655	908	786	4.589e-11	6.632e-13	16521
1629	1841	3000	1619	2.082e-11	3.266e-13	7496
2080	1629	2014	1373	2.118e-11	2.868e-13	7625
1629	1841	2014	1468	2.054e-11	3.336e-13	7395
1442	2080	1353	1236	2.114e-11	2.899e-13	7611
2080	1629	3000	1613	2.462e-11	4.555e-13	8864
1442	2080	2458	1	2.308e-11	3.874e-13	8309
3000	1276	3000	1	5.549e-11	7.619e-13	19977
1841	1442	1651	1244	5.269e-11	7.18e-13	18969
1841	1442	2458	908	5.461e-11	7.894e-13	19660
1841	2080	908	898	2.535e-11	4.537e-13	9127
1629	2350	908	575	2.295e-11	3e-13	8263
3000	1276	1651	1207	5.718e-11	8.985e-13	20585
2350	1841	1108	1003	1.202e-11	1.931e-13	4328
2080	2080	744	715	7.47e-11	1.384e-12	26893
1629	1841	1108	416	2.505e-11	3.495e-13	9019
1000	1841	2014	953	2.631e-10	4.815e-12	94717
2080	1629	1108	1098	2.655e-11	3.94e-13	9559
1442	1629	2014	1244	5.952e-11	9.904e-13	21428
1841	1629	1353	1236	2.785e-11	4.103e-13	10027
1442	1629	1108	1092	5.918e-11	8.919e-13	21305
1442	1629	3000	908	5.929e-11	9.527e-13	21345
1841	3000	744	491	6.26e-11	8.235e-13	22536
1629	1000	1108	1	3.981e-10	5.978e-12	143317
1276	1841	2014	1250	6.379e-11	1.079e-12	22965
1276	3000	3000	1	2.893e-11	5.279e-13	10415
2655	1276	2458	1207	6.42e-11	1.046e-12	23113
1276	1841	1108	676	6.319e-11	1.095e-12	22749
1276	3000	1651	1207	2.915e-11	5.241e-13	10495
2655	1276	1353	1260	7.09e-11	1.286e-12	25524
1841	1629	2014	603	2.802e-11	4.423e-13	10088
1841	2350	744	491	6.501e-11	8.623e-13	23404
3000	3000	744	734	7.044e-11	1.303e-12	25359
1276	2655	500	1	7.618e-10	1.139e-11	274249
3000	2080	744	658	6.645e-11	1.055e-12	23923
1276	2655	2014	1207	2.993e-11	5.437e-13	10775
2655	2350	744	734	6.933e-11	1.28e-12	24959
1276	1841	908	881	7.952e-11	1.222e-12	28628
2655	1442	2014	1369	3.375e-11	5.599e-13	12151
2350	1841	744	658	7.212e-11	1.188e-12	25964
1629	1442	1651	908	7.066e-11	1.038e-12	25438
1276	2655	1108	1098	3.303e-11	4.659e-13	11891
1442	2350	908	575	3.062e-11	4.151e-13	11024
1129	3000	2014	1113	7.739e-11	1.389e-12	27861
1629	1442	1108	1043	6.655e-11	9.618e-13	23959
1129	3000	1108	676	7.494e-11	9.67e-13	26979
2350	1276	1108	416	7.671e-11	1.034e-12	27616
2350	1276	2014	1233	7.946e-11	1.369e-12	28606
1629	1442	3000	1425	7.914e-11	1.449e-12	28491
1442	1629	908	786	7.536e-11	1.115e-12	27130
1841	1841	744	491	7.75e-11	1.115e-12	27901
1442	1841	3000	1	3.611e-11	5.699e-13	13000
1442	1841	1651	1322	3.487e-11	5.71e-13	12554
1129	2655	2458	1113	8.073e-11	1.458e-12	29063
1276	2350	2458	1207	3.574e-11	6.34e-13	12867
1276	2350	1353	1260	3.69e-11	6.47e-13	13285
1129	3000	908	881	8.722e-11	1.244e-12	31400
1129	2350	3000	1113	8.692e-11	1.575e-12	31292
1629	1841	908	575	3.741e-11	5.097e-13	13468
1129	2655	1353	690	7.836e-11	1.468e-12	28210
1129	2350	1651	690	8.683e-11	1.558e-12	31259
2080	1629	908	1	3.841e-11	5.669e-13	13828
1629	1442	908	358	8.734e-11	1.23e-12	31443
2080	1442	2458	1322	4.693e-11	8.287e-13	16895
1276	3000	744	491	8.83e-11	1.143e-12	31789
1276	1629	2458	1250	9.646e-11	1.608e-12	34726
1276	1629	1353	490	9.532e-11	1.505e-12	34316
1629	1629	1651	1	4.202e-11	1.056e-12	15128
2080	1442	1353	1326	4.836e-11	7.82e-13	17410
3000	1129	500	1	8.088e-10	1.241e-11	291169
1841	1276	2014	1163	1.114e-10	1.833e-12	40105
1841	1629	908	898	4.586e-11	7.044e-13	16510
1276	2080	3000	1207	4.591e-11	7.661e-13	16528
1276	2080	1651	1260	4.561e-11	7.819e-13	16420
1129	2080	1353	1	1.011e-10	1.801e-12	36397
1841	1276	3000	978	1.002e-10	1.473e-12	36073
1276	2655	908	834	2.539e-11	3.289e-13	9141
1442	1841	744	491	9.679e-11	1.328e-12	34845
1129	2080	2014	690	1.006e-10	1.859e-12	36217
2350	1442	744	658	1.005e-10	1.554e-12	36181
1841	1276	1108	1092	1.053e-10	1.637e-12	37909
1442	1442	1353	1309	1.137e-10	1.977e-12	40933
1276	2080	744	694	8.851e-11	1.506e-12	31864
1841	1442	1651	1322	5.743e-11	8.982e-13	20675
3000	1276	3000	1093	5.211e-11	6.714e-13	18760
1129	2350	1108	1	8.398e-11	1.168e-12	30233
1841	1442	3000	1	5.319e-11	7.786e-13	19149
3000	1276	1651	1233	5.837e-11	9.93e-13	21014
1841	1442	744	491	1.143e-10	1.679e-12	41149
1841	1276	908	786	1.212e-10	1.821e-12	43633
1129	1841	1651	1	1.28e-10	2.272e-12	46081
1629	1276	2014	978	1.262e-10	1.744e-12	45432
1442	1629	2014	1322	5.9e-11	9.525e-13	21241
1629	1276	1353	1163	1.354e-10	2.23e-12	48744
1442	1629	1108	1098	6.185e-11	8.357e-13	22267
1129	1841	2458	690	1.225e-10	2.115e-12	44101
1442	1629	500	1	7.636e-10	1.13e-11	274897
2655	1129	1651	1119	1.297e-10	2.393e-12	46693
1841	3000	744	596	6.653e-11	1.072e-12	23951
2655	1276	2458	1233	6.687e-11	1.125e-12	24074
1276	1841	2014	1260	6.281e-11	1.148e-12	22612
2080	1629	908	358	3.866e-11	5.501e-13	13918
3000	2655	610	577	2.211e-10	4.051e-12	79597
2080	2080	744	727	7.132e-11	1.319e-12	25676
1276	1841	1108	838	6.496e-11	9.138e-13	23386
3000	2080	744	694	5.207e-11	9.499e-13	18746
1841	2350	744	596	6.614e-11	1.068e-12	23811
2350	1129	2458	1104	1.452e-10	2.583e-12	52273
2655	1276	1353	1266	7.229e-11	1.361e-12	26025
3000	3000	908	1	1.74e-11	2.51e-13	6265
2655	2350	908	1	1.846e-11	2.736e-13	6646
1629	1442	1108	1067	7.385e-11	1.127e-12	26586
1629	1442	2014	1	7.238e-11	1.111e-12	26057
2350	1841	744	694	5.826e-11	1.076e-12	20974
1276	1442	1651	490	1.545e-10	2.612e-12	55621
2350	1129	1353	425	1.322e-10	1.809e-12	47593
2080	1276	744	694	1.357e-10	2.138e-12	48853
1276	1442	3000	1250	1.495e-10	2.277e-12	53821
1129	3000	2014	1119	7.862e-11	1.403e-12	28304
2350	1276	1108	676	7.659e-11	1.153e-12	27573
1276	1841	908	892	8.14e-11	1.216e-12	29305
1129	3000	1108	838	7.331e-11	9.441e-13	26392
1129	2350	744	734	1.538e-10	2.418e-12	55369
2350	1276	2014	1250	7.779e-11	1.307e-12	28005
1629	1442	3000	1432	7.902e-11	1.395e-12	28448
1442	1629	908	834	3.674e-11	6.052e-13	13227
1841	1841	744	596	7.839e-11	1.272e-12	28221
1442	1276	3000	1163	1.808e-10	2.883e-12	65089
1129	2655	2458	1119	7.972e-11	1.429e-12	28700
1129	1841	744	1	1.917e-10	2.74e-12	69013
2655	1129	744	715	1.893e-10	3.169e-12	68149
1129	1629	1108	1067	1.611e-10	2.152e-12	57997
2080	1129	2014	1113	1.795e-10	3.341e-12	64621
1129	1629	3000	690	1.687e-10	2.874e-12	60733
1129	2655	1353	856	8.298e-11	1.476e-12	29873
2080	1129	908	881	1.783e-10	2.726e-12	64188
1129	2350	3000	1119	8.837e-11	1.594e-12	31814
1129	3000	908	892	8.727e-11	1.281e-12	31418
1442	1276	1651	1250	1.825e-10	2.983e-12	65701
1129	2350	1651	856	8.925e-11	1.632e-12	32131
1129	1629	2014	1	1.75e-10	3.067e-12	63000
1629	1442	908	575	8.491e-11	1.269e-12	30568
3000	1000	2458	400	1.812e-10	2.407e-12	65233
1276	3000	744	596	9.317e-11	1.42e-12	33542
1129	1629	908	575	1.759e-10	2.547e-12	63325
1000	3000	1353	953	1.973e-10	3.635e-12	71029
1841	1129	2458	1063	2.003e-10	3.26e-12	72109
1276	1629	2458	1260	9.528e-11	1.525e-12	34301
1129	2655	610	577	2.965e-10	5.101e-12	106741
1276	1629	1353	792	9.917e-11	1.658e-12	35702
1000	2080	908	863	2.2e-10	2.93e-12	79201
2655	1000	2014	784	2.052e-10	2.78e-12	73873
1841	1129	1353	1113	2.135e-10	4.059e-12	76861
1841	1276	500	1	8.302e-10	1.287e-11	298873
2655	1000	1108	784	2.064e-10	2.936e-12	74305
1276	1629	610	577	3.112e-10	5.502e-12	112033
1000	2350	1651	953	2.036e-10	3.681e-12	73297
1276	2080	744	715	1.151e-10	1.91e-12	41437
1129	2350	1108	1003	8.522e-11	1.156e-12	30680
1442	1841	744	596	9.885e-11	1.566e-12	35587
1000	1442	1651	400	4.325e-10	7.226e-12	155701
1841	1276	2014	1207	1.098e-10	1.794e-12	39529
1129	2080	2014	856	1.003e-10	1.74e-12	36109
2350	1442	744	694	8.826e-11	1.542e-12	31774
1129	2080	1353	1023	1.039e-10	1.79e-12	37405
1000	2655	1651	400	1.984e-10	3.59e-12	71425
1841	1276	1108	1098	1.047e-10	1.639e-12	37693
1629	2655	610	505	2.271e-10	3.769e-12	81757
1629	1129	2458	959	2.259e-10	3.147e-12	81325
1629	2080	610	505	2.328e-10	3.976e-12	83808
1276	1442	744	734	2.204e-10	3.524e-12	79345
1442	1442	1353	1326	1.141e-10	1.999e-12	41077
1000	1000	610	271	1.603e-09	2.633e-11	577081
1000	1841	1353	400	2.693e-10	4.812e-12	96949
1000	1129	500	446	1.112e-09	1.872e-11	400321
1000	1442	1651	870	4.363e-10	7.277e-12	157069
1000	1276	3000	990	5.862e-10	1.033e-11	211033
2655	1000	908	892	2.42e-10	3.969e-12	87121
2350	1000	1651	784	2.354e-10	3.074e-12	84745
2350	1000	3000	784	2.331e-10	3.013e-12	83917
1442	1276	744	694	2.136e-10	3.389e-12	76897
2080	2655	744	1	6.544e-11	9.775e-13	23559
1442	2655	610	600	2.41e-10	4.37e-12	86761
1841	1442	744	596	1.134e-10	1.774e-12	40825
1000	2655	744	694	2.087e-10	3.071e-12	75133
2350	1129	1353	856	1.364e-10	1.977e-12	49104
1000	2080	1108	400	2.284e-10	4.153e-12	82225
1629	1129	1651	1063	2.486e-10	3.937e-12	89497
1841	1276	908	834	1.09e-10	1.507e-12	39241
1000	1629	1353	953	3.149e-10	5.37e-12	113365
1000	1129	500	490	1.661e-09	2.801e-11	597961
1000	1442	1651	972	4.2e-10	7.22e-12	151201
1000	2080	2014	953	2.172e-10	3.934e-12	78193
1000	1629	2458	953	3.143e-10	5.301e-12	113149
1000	1276	500	336	1.281e-09	2.021e-11	461161
1000	1129	1108	870	8.808e-10	1.55e-11	317089
1129	1442	2458	1	2.401e-10	4.125e-12	86437
2080	1442	610	421	2.495e-10	3.49e-12	89821
1276	2350	610	421	2.411e-10	3.332e-12	86797
1629	1629	610	505	2.702e-10	4.574e-12	97273
1629	1276	2458	1	1.278e-10	1.93e-12	46009
2655	1129	1651	425	1.141e-10	1.551e-12	41077
1129	1442	1353	1088	2.422e-10	3.782e-12	87193
1129	1841	2458	856	1.222e-10	2.06e-12	43993
1129	1841	1651	1023	1.291e-10	2.3e-12	46477
1000	1841	610	505	4.874e-10	7.445e-12	175465
1000	1841	1353	870	2.63e-10	4.629e-12	94681
1000	1129	2014	870	8.609e-10	1.413e-11	309925
1629	1276	1353	1207	1.392e-10	2.326e-12	50113
1000	1000	610	552	1.354e-09	2.193e-11	487441
2655	1276	610	505	2.89e-10	5.061e-12	104041
2080	1000	1353	784	2.755e-10	3.779e-12	99180
1000	3000	2458	990	1.978e-10	3.593e-12	71209
1276	1276	1353	1	2.478e-10	1.46e-11	89209
1000	3000	2458	953	1.926e-10	3.493e-12	69337
1276	1276	1353	1093	2.303e-10	1.851e-11	82909
1000	2655	3000	400	1.955e-10	3.561e-12	70381
1000	2655	3000	870	1.938e-10	3.55e-12	69769
1129	2350	908	358	9.505e-11	1.254e-12	34218
1841	1000	3000	784	3.191e-10	4.49e-12	114877
1629	1276	610	271	3.334e-10	5.026e-12	120024
1000	1442	2014	1	4.324e-10	7.174e-12	155664
1000	2655	3000	953	1.979e-10	3.608e-12	71245
1000	1129	610	421	1.057e-09	1.554e-11	380520
2350	1129	2458	1113	1.568e-10	2.817e-12	56449
2350	1129	1353	690	1.384e-10	1.949e-12	49825
1000	2350	3000	990	1.983e-10	3.586e-12	71389
1442	1129	1108	676	2.876e-10	4.244e-12	103537
1276	1442	1108	1	1.54e-10	2.263e-12	55441
2080	1276	744	715	1.538e-10	2.651e-12	55369
1000	2350	3000	953	2.051e-10	3.677e-12	73837
1442	1129	908	881	3.084e-10	4.54e-12	111025
1629	1129	744	491	2.918e-10	4.706e-12	105049
1000	2350	908	786	2.052e-10	2.784e-12	73873
1000	2350	908	358	2.078e-10	2.767e-12	74809
1000	1129	2014	972	8.773e-10	1.444e-11	315829
1000	2350	908	863	2.033e-10	2.817e-12	73189
1276	1442	3000	1260	1.509e-10	2.42e-12	54325
2080	2655	744	310	6.125e-11	8.307e-13	22051
1276	1442	1651	792	1.521e-10	2.488e-12	54757
1442	1129	2014	1113	3.255e-10	5.948e-12	117181
1442	1442	610	421	3.129e-10	4.492e-12	112645
1129	1000	1353	953	9.145e-10	1.574e-11	329221
1841	1000	3000	953	3.568e-10	5.921e-12	128448
1000	1442	3000	400	4.317e-10	7.694e-12	155413
1000	1629	2458	990	3.146e-10	5.344e-12	113256
1000	2350	908	898	2.057e-10	2.824e-12	74053
1000	1629	1353	990	3.298e-10	5.689e-12	118728
1000	1129	908	898	8.415e-10	1.255e-11	302941
1129	2350	908	1	1.003e-10	1.394e-12	36109
1841	1000	1651	400	3.34e-10	4.493e-12	120241
1129	1629	1108	1083	1.601e-10	2.289e-12	57637
1000	2080	2014	870	2.267e-10	3.902e-12	81613
1442	1276	3000	1207	1.811e-10	2.922e-12	65197
1129	1629	3000	856	1.679e-10	2.793e-12	60445
2080	1129	2014	1119	1.76e-10	3.351e-12	63361
1000	1841	2014	990	2.705e-10	4.886e-12	97381
3000	2655	610	592	2.401e-10	4.405e-12	86437
1442	1276	744	727	2.374e-10	3.983e-12	85464
2080	1129	908	892	1.773e-10	2.697e-12	63828
2350	1129	610	552	2.818e-10	4.669e-12	101449
2655	1129	744	727	1.928e-10	3.112e-12	69409
2350	1129	2458	1119	1.488e-10	2.85e-12	53569
1000	1442	744	694	4.064e-10	5.817e-12	146305
1000	1276	1651	953	5.934e-10	1.001e-11	213625
1129	1629	2014	1023	1.689e-10	2.864e-12	60805
1000	2080	2014	400	2.201e-10	3.944e-12	79237
1129	1276	1651	1088	3.749e-10	6.251e-12	134965
1276	1129	1651	1	4.061e-10	5.84e-12	146197
1129	1629	908	706	1.815e-10	2.639e-12	65341
1276	1129	2458	690	3.872e-10	5.56e-12	139393
3000	1000	610	505	4.02e-10	6.588e-12	144721
1000	3000	1353	972	1.89e-10	3.346e-12	68040
1841	1000	744	694	3.83e-10	5.463e-12	137881
1841	1129	2458	1088	2.022e-10	3.591e-12	72793
2655	1000	2014	870	2.018e-10	2.756e-12	72649
1841	1129	610	421	4.058e-10	6.027e-12	146089
2655	1000	1108	870	2.071e-10	2.754e-12	74557
1000	2655	3000	990	2.013e-10	3.713e-12	72469
2350	1129	2458	856	1.293e-10	1.722e-12	46549
1000	1841	1353	972	2.595e-10	4.58e-12	93421
1000	1629	3000	640	3.19e-10	5.35e-12	114840
1000	1629	1651	640	3.241e-10	5.769e-12	116677
1000	2350	1651	972	1.997e-10	3.572e-12	71893
1841	1129	1353	1119	2.156e-10	3.957e-12	77617
1629	1000	908	786	4.243e-10	6.507e-12	152749
1000	2655	1651	640	1.962e-10	3.63e-12	70633
1629	1000	3000	990	4.394e-10	8.087e-12	158185
1000	3000	744	1	2.449e-10	3.38e-12	88165
1129	2350	908	575	9.707e-11	1.276e-12	34946
1000	2080	908	881	2.182e-10	2.985e-12	78553
1629	1000	1651	990	4.459e-10	8.362e-12	160525
1629	1129	3000	1	2.315e-10	3.374e-12	83341
1629	2655	610	552	1.443e-10	2.665e-12	51949
1129	1276	744	596	4.258e-10	6.068e-12	153289
1276	1129	2458	856	3.983e-10	5.6e-12	143389
1276	1442	908	1	1.677e-10	2.392e-12	60373
1000	1841	610	592	4.881e-10	7.905e-12	175717
1276	1442	1108	1003	1.5e-10	2.305e-12	54001
1000	2655	744	715	2.485e-10	3.623e-12	89461
1629	2080	610	552	1.503e-10	2.752e-12	54109
2350	1000	3000	870	2.301e-10	3.088e-12	82837
2655	1000	908	898	2.398e-10	3.894e-12	86328
2655	2655	500	469	7.481e-10	1.382e-11	269317
2350	1000	1651	870	2.35e-10	3.227e-12	84601
1000	1129	2458	1	8.702e-10	1.445e-11	313273
1000	1276	1108	640	5.917e-10	9.505e-12	213013
1000	1841	1651	1	2.516e-10	4.392e-12	90576
1442	2655	744	1	7.808e-11	1.124e-12	28109
1442	1000	2458	784	4.714e-10	7.791e-12	169705
1442	1276	744	715	2.332e-10	3.85e-12	83953
1442	1000	1353	784	4.793e-10	7.052e-12	172549
1000	1442	3000	870	4.212e-10	7.016e-12	151633
1000	2080	1108	640	2.302e-10	4.171e-12	82873
1629	1129	1651	1088	2.476e-10	4.153e-12	89137
2350	1629	500	469	7.597e-10	1.449e-11	273493
1129	2655	610	592	3.174e-10	5.577e-12	114265
1129	1442	2458	1023	2.449e-10	3.857e-12	88165
1000	3000	3000	400	1.957e-10	3.677e-12	70453
2350	1129	3000	1023	1.43e-10	2.278e-12	51481
1129	1442	1353	1104	2.434e-10	4.333e-12	87625
2080	1442	610	505	2.603e-10	4.381e-12	93709
1276	2350	610	505	2.587e-10	4.109e-12	93133
1000	1841	1108	990	2.65e-10	4.677e-12	95401
1000	1276	500	469	1.306e-09	2.199e-11	470161
1276	1629	610	592	3.217e-10	5.705e-12	115812
2350	1129	1353	959	1.319e-10	1.81e-12	47485
1000	1629	610	505	5.281e-10	8.15e-12	190116
1629	1629	610	552	1.762e-10	3.235e-12	63432
2080	1000	1353	870	2.797e-10	4.051e-12	100692
1276	2655	500	214	7.103e-10	9.701e-12	255709
1841	1129	2458	1104	2.014e-10	3.454e-12	72505
1442	2080	610	271	2.371e-10	3.214e-12	85357
1000	3000	1353	983	1.917e-10	3.518e-12	69013
1000	1841	1651	784	2.63e-10	4.596e-12	94681
1129	1000	1353	990	9.66e-10	1.66e-11	347761
1000	1276	1108	922	6.225e-10	1.012e-11	224101
1000	1000	610	600	1.621e-09	2.738e-11	583561
1129	2350	908	706	9.57e-11	1.214e-12	34453
1000	3000	2458	972	1.928e-10	3.56e-12	69409
2655	1276	610	552	2.07e-10	3.828e-12	74521
1000	2350	500	1	9.315e-10	1.363e-11	335341
1129	2080	500	469	8.228e-10	1.459e-11	296209
1129	1000	1651	640	8.642e-10	1.269e-11	311113
1000	3000	3000	1	1.929e-10	3.496e-12	69445
1000	2350	3000	972	2.043e-10	3.791e-12	73549
1129	1841	744	310	1.859e-10	2.437e-12	66925
1442	1129	1108	838	2.909e-10	4.449e-12	104725
1000	2655	1108	640	2.064e-10	3.736e-12	74305
1000	1841	744	310	3.117e-10	4.293e-12	112213
1629	1129	744	596	2.979e-10	4.954e-12	107244
1442	1129	908	892	3.046e-10	4.913e-12	109657
1276	1129	744	1	4.52e-10	6.895e-12	162721
1276	1000	1651	990	7.372e-10	1.283e-11	265393
1129	1000	1651	922	9.211e-10	1.585e-11	331597
1000	2655	1108	922	1.971e-10	3.57e-12	70957
1000	1629	1651	922	3.203e-10	5.563e-12	115309
1000	1276	1108	983	5.938e-10	9.931e-12	213769
1000	1841	744	658	3.041e-10	4.251e-12	109477
1000	1129	2458	784	8.676e-10	1.547e-11	312337
1442	1000	610	577	7.483e-10	1.209e-11	269389
1129	1129	1108	1098	6.593e-10	1.211e-11	237349
2350	1129	2458	959	1.367e-10	1.787e-12	49213
1442	1129	2014	1119	3.226e-10	5.89e-12	116137
2350	1129	2458	425	1.36e-10	2.215e-12	48961
2350	1129	610	577	3.601e-10	6.157e-12	129636
1000	1442	2458	990	4.316e-10	7.314e-12	155377
1000	2655	3000	972	1.981e-10	3.667e-12	71317
1276	1000	908	575	6.404e-10	9.898e-12	230545
1442	1442	610	505	3.338e-10	5.584e-12	120169
1000	1129	610	577	1.044e-09	1.602e-11	375840
1129	1000	1651	983	9.454e-10	1.627e-11	340345
2350	1129	3000	1104	1.467e-10	2.424e-12	52813
1000	1442	2014	784	4.293e-10	7.285e-12	154549
1000	1276	1353	400	5.913e-10	9.952e-12	212869
1129	1129	908	834	5.93e-10	1.004e-11	213481
2350	1129	1651	1	1.36e-10	2.165e-12	48961
1000	2080	2014	972	2.26e-10	4.074e-12	81361
3000	2350	500	336	6.949e-10	1.16e-11	250165
1841	1000	1651	640	3.247e-10	4.881e-12	116892
1000	1629	2458	870	3.131e-10	5.329e-12	112716
2350	2080	500	336	7.172e-10	1.186e-11	258193
1276	1000	3000	972	7.046e-10	1.141e-11	253657
1000	3000	744	310	2.379e-10	3.286e-12	85645
1442	1276	744	734	2.382e-10	3.838e-12	85753
1276	2655	500	446	5.101e-10	9.149e-12	183637
1629	1276	610	552	2.594e-10	4.528e-12	93385
1000	1000	744	491	1.408e-09	2.247e-11	506881
1000	1629	3000	922	3.221e-10	5.433e-12	115957
1000	2655	3000	922	1.952e-10	3.53e-12	70273
1276	1000	1651	972	7.01e-10	1.293e-11	252360
1000	2655	1108	1	1.991e-10	3.471e-12	71677
1000	1629	1353	870	3.195e-10	5.549e-12	115021
1000	1841	2014	972	2.615e-10	4.746e-12	94141
1276	1276	500	469	1.014e-09	1.855e-11	365041
2350	3000	610	1	2.244e-10	3.341e-12	80785
1000	1841	744	727	3.117e-10	4.652e-12	112213
2350	1129	3000	425	1.352e-10	1.882e-12	48673
1841	1000	3000	990	3.688e-10	6.909e-12	132769
1000	1276	610	1	8.174e-10	1.193e-11	294265
1000	1841	1651	953	2.683e-10	4.933e-12	96588
1841	2655	500	406	7.409e-10	1.234e-11	266725
3000	1841	610	1	2.305e-10	3.537e-12	82981
1000	1841	2458	1	2.643e-10	4.71e-12	95149
2655	1841	500	214	6.715e-10	9.088e-12	241741
1000	2080	2014	640	2.265e-10	4.127e-12	81541
1442	3000	500	446	5.026e-10	9.418e-12	180937
1000	1442	2458	953	4.183e-10	7.081e-12	150589
3000	1442	610	1	2.543e-10	3.776e-12	91549
1841	2080	500	406	7.328e-10	1.238e-11	263809
1000	2080	2014	922	2.191e-10	3.916e-12	78877
1129	1276	1651	1104	3.663e-10	6.01e-12	131869
1629	1276	610	421	3.318e-10	4.781e-12	119449
1000	3000	1353	990	1.937e-10	3.517e-12	69732
1276	1841	500	336	7.754e-10	1.249e-11	279145
1000	1841	1651	990	2.653e-10	4.625e-12	95509
1000	3000	3000	870	1.888e-10	3.608e-12	67969
1000	1129	744	1	9.333e-10	1.313e-11	335989
1841	1629	500	406	7.432e-10	1.248e-11	267553
1841	1129	2458	1113	2.012e-10	3.609e-12	72433
1129	3000	500	336	8.025e-10	1.296e-11	288901
1000	1442	744	596	4.632e-10	6.4e-12	166753
1000	2655	500	1	9.068e-10	1.325e-11	326449
2655	1442	500	214	6.741e-10	9.271e-12	242677
1000	1442	2014	953	4.285e-10	7.331e-12	154261
1841	1000	744	715	3.902e-10	5.943e-12	140473
1000	2350	908	881	2.073e-10	2.927e-12	74629
3000	1000	610	552	3.308e-10	5.855e-12	119089
1276	1129	1651	1023	4.113e-10	6.407e-12	148069
2350	1276	500	214	7.267e-10	1.006e-11	261612
1276	2655	500	490	7.903e-10	1.449e-11	284509
1000	1129	1108	972	8.856e-10	1.448e-11	318817
1841	1000	500	336	1.05e-09	1.697e-11	378001
1841	1129	610	505	4.115e-10	6.477e-12	148141
2080	1129	500	336	8.476e-10	1.414e-11	305137
1442	2080	500	490	8.06e-10	1.523e-11	290161
1629	1000	908	834	3.991e-10	6.047e-12	143677
1000	2080	2014	990	2.238e-10	3.942e-12	80569
1000	1629	3000	983	3.275e-10	5.607e-12	117901
1841	1000	500	469	1.073e-09	1.924e-11	386281
1629	1000	500	1	1.128e-09	2.08e-11	406081
1000	2655	3000	640	1.945e-10	3.548e-12	70021
1629	1000	2014	1	3.986e-10	6.791e-12	143497
1000	1629	500	214	9.982e-10	1.379e-11	359352
1000	1276	744	734	6.419e-10	9.072e-12	231085
1442	2080	610	421	2.358e-10	3.224e-12	84889
1129	1000	2458	400	8.684e-10	1.335e-11	312625
3000	1129	500	214	7.629e-10	1.103e-11	274645
2350	1129	3000	1063	1.435e-10	2.353e-12	51661
1000	1129	1353	1	8.642e-10	1.453e-11	311113
1841	1000	610	1	5.668e-10	8.531e-12	204049
2655	1000	500	406	9.094e-10	1.527e-11	327385
1129	1276	744	658	4.364e-10	7.012e-12	157105
2350	1129	3000	1113	1.53e-10	2.748e-12	55080
1841	1000	610	505	5.571e-10	8.688e-12	200557
1000	1276	744	694	5.398e-10	7.609e-12	194329
1000	3000	3000	640	1.946e-10	3.526e-12	70057
1000	1841	908	358	2.551e-10	3.364e-12	91836
1000	2655	1108	983	2.065e-10	3.675e-12	74341
1000	1129	744	596	8.974e-10	1.494e-11	323065
1000	2080	2458	640	2.215e-10	3.97e-12	79741
1000	1129	2458	953	8.797e-10	1.484e-11	316693
1000	1276	1651	870	6.053e-10	9.996e-12	217909
1000	3000	1651	1	1.973e-10	3.635e-12	71029
1442	1000	2458	870	4.735e-10	6.906e-12	170460
2350	3000	610	271	2.077e-10	2.734e-12	74773
1442	1276	908	1	1.897e-10	2.925e-12	68293
1841	1129	2458	1119	2.068e-10	3.795e-12	74449
3000	1841	610	271	2.14e-10	2.865e-12	77041
1442	1000	1353	870	4.761e-10	6.552e-12	171397
